Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP0135482,Female,No,2,Not Graduate,Yes,11925,0,498,360,1,Urban
LP0122064,Male,No,1,Not Graduate,Yes,14542,4334,67,360,0,Rural
LP0113359,Male,No,0,Not Graduate,No,2193,0,297,360,1,Urban
LP0139805,Female,Yes,1,Not Graduate,No,4141,4979,77,240,1,Semiurban
LP0118942,Female,No,2,Graduate,Yes,2256,1344,187,480,1,Urban
LP0124473,Male,No,1,Not Graduate,Yes,9154,0,210,360,0,Semiurban
LP0113738,Female,Yes,1,Graduate,Yes,8403,2450,517,360,1,Semiurban
LP098207,Male,Yes,0,Graduate,Yes,11760,3459,315,360,0,Urban
LP0116731,Female,Yes,0,Graduate,Yes,7680,2567,442,360,1,Semiurban
LP0121441,Female,No,2,Graduate,No,14902,3679,471,360,1,Rural
LP0127210,Male,No,0,Graduate,Yes,4453,4592,187,360,1,Urban
LP0127360,Male,No,0,Not Graduate,No,15176,0,559,360,1,Rural
LP0113059,Male,No,0,Not Graduate,Yes,10840,1298,474,360,1,Urban
LP0129575,Male,Yes,0,Graduate,No,9239,4806,175,360,1,Urban
LP0137091,Male,No,2,Graduate,No,5402,2159,65,360,1,Urban
LP0139454,Female,Yes,0,Not Graduate,No,12268,4104,428,360,1,Rural
LP0108763,Female,Yes,0,Not Graduate,No,8416,4250,255,360,1,Semiurban
LP0130058,Male,No,0,Graduate,Yes,1921,3121,483,360,1,Urban
LP0138202,Male,No,0,Graduate,No,14567,3980,180,360,1,Urban
LP0123700,Male,No,2,Graduate,Yes,15756,1406,564,360,1,Semiurban
LP0135682,Male,No,0,Not Graduate,Yes,5495,2735,115,120,1,Urban
LP0111852,Male,Yes,0,Graduate,Yes,12216,0,294,180,0,Semiurban
LP0129059,Female,No,3+,Graduate,No,7245,3754,527,360,1,Rural
LP0137829,Female,No,0,Graduate,Yes,13500,4375,589,360,1,Urban
LP0107243,Female,Yes,0,Not Graduate,Yes,4553,1835,447,360,1,Urban
LP0108168,Male,Yes,1,Graduate,No,4896,4542,510,360,1,Semiurban
LP0131160,Female,No,3+,Not Graduate,No,3416,3073,551,360,1,Urban
LP0115071,Male,Yes,2,Graduate,No,12844,0,391,360,1,Urban
LP0104803,Female,No,2,Not Graduate,Yes,9837,1486,562,360,1,Urban
LP0111810,Male,Yes,1,Graduate,Yes,7648,1251,63,360,1,Semiurban
LP0101394,Female,Yes,0,Graduate,No,15064,4522,534,120,1,Urban
LP0120418,Female,Yes,0,Not Graduate,No,7121,3211,480,360,1,Rural
LP0111460,Female,Yes,0,Not Graduate,Yes,8653,3054,99,120,1,Semiurban
LP0132030,Male,Yes,2,Graduate,Yes,13167,0,314,360,1,Semiurban
LP0137043,Female,Yes,1,Not Graduate,Yes,3107,2538,415,360,1,Urban
LP0127869,Female,No,2,Not Graduate,Yes,13758,3361,582,360,1,Rural
LP0117032,Male,Yes,0,Not Graduate,No,1777,2908,398,360,1,Rural
LP0126954,Female,Yes,1,Not Graduate,Yes,13267,0,437,360,1,Urban
LP0132538,Male,Yes,0,Not Graduate,No,1493,3438,103,360,1,Rural
LP0127953,Female,No,2,Not Graduate,No,12416,1951,444,360,1,Urban
LP0138516,Female,Yes,0,Not Graduate,Yes,4217,1502,296,360,1,Rural
LP0128977,Female,Yes,0,Not Graduate,Yes,15552,0,60,180,1,Rural
LP0121044,Male,Yes,0,Not Graduate,Yes,3964,4838,387,360,1,Semiurban
LP0139611,Male,Yes,1,Graduate,Yes,15861,3461,452,360,0,Rural
LP0108673,Male,No,0,Graduate,No,13780,0,192,360,1,Semiurban
LP0130741,Female,No,0,Not Graduate,No,1531,1273,529,120,1,Urban
LP0106442,Female,Yes,0,Not Graduate,No,5752,4067,161,360,1,Urban
LP0139358,Female,No,0,Graduate,Yes,14830,1308,572,120,1,Urban
LP096041,Female,Yes,0,Not Graduate,Yes,12367,0,80,120,1,Semiurban
LP0135435,Female,No,0,Graduate,No,7451,2764,332,360,1,Urban
LP0131672,Female,No,1,Graduate,No,10281,2634,402,360,1,Rural
LP0104199,Female,No,1,Graduate,Yes,9474,0,90,360,1,Rural
LP0139218,Female,Yes,2,Graduate,No,7510,0,168,240,1,Rural
LP0136395,Female,Yes,0,Graduate,Yes,8885,0,274,360,1,Rural
LP0107242,Female,No,2,Not Graduate,No,6624,0,236,360,1,Urban
LP0121483,Female,No,1,Graduate,Yes,15050,3571,319,360,1,Rural
LP0128009,Male,Yes,2,Graduate,Yes,10736,0,294,360,0,Urban
LP0119045,Female,No,0,Graduate,Yes,8608,1997,177,360,1,Urban
LP0124237,Male,Yes,0,Graduate,No,11331,4212,479,360,0,Semiurban
LP0120271,Female,Yes,0,Graduate,No,5447,4197,283,360,1,Urban
LP0132173,Male,Yes,1,Graduate,No,9780,2930,129,360,1,Rural
LP0102372,Female,Yes,1,Not Graduate,Yes,15801,1339,95,120,1,Rural
LP0105073,Male,No,0,Graduate,Yes,13867,2223,463,360,1,Urban
LP0125545,Male,Yes,1,Graduate,No,1355,2073,348,480,1,Rural
LP0124069,Male,No,2,Graduate,No,1487,2950,565,240,1,Rural
LP0118854,Male,Yes,2,Not Graduate,Yes,2364,2604,512,360,1,Rural
LP0117160,Male,No,0,Not Graduate,No,5151,3412,79,120,1,Rural
LP0106792,Male,No,0,Graduate,No,6370,0,415,360,0,Semiurban
LP0106107,Female,Yes,0,Graduate,No,4608,0,103,360,1,Rural
LP0103447,Female,No,0,Graduate,No,5196,4946,183,120,1,Urban
LP0103348,Female,Yes,1,Not Graduate,Yes,13035,1215,63,360,1,Semiurban
LP0109198,Male,Yes,0,Graduate,Yes,13086,1686,423,360,1,Rural
LP0109837,Male,Yes,2,Not Graduate,No,13379,2436,579,360,0,Semiurban
LP0102811,Female,Yes,2,Not Graduate,No,10712,1350,291,360,1,Urban
LP0120740,Male,Yes,1,Graduate,Yes,3549,2575,349,360,1,Semiurban
LP0104153,Male,No,3+,Graduate,No,13723,3353,368,120,0,Rural
LP0137941,Female,No,0,Graduate,No,3876,2275,585,360,1,Urban
LP0111092,Female,No,0,Not Graduate,Yes,11418,0,546,360,1,Urban
LP0139210,Male,No,0,Graduate,Yes,12738,4838,83,360,1,Urban
LP0124932,Male,No,1,Not Graduate,Yes,10085,2979,347,360,1,Semiurban
LP0139582,Female,Yes,1,Graduate,No,7679,2920,356,360,0,Rural
LP0130573,Female,No,2,Graduate,Yes,5220,4842,543,360,1,Rural
LP0125121,Female,No,1,Graduate,Yes,14764,1710,453,360,0,Rural
LP0101140,Female,Yes,0,Graduate,No,8759,1577,145,360,1,Semiurban
LP0104661,Female,Yes,1,Not Graduate,No,10480,0,375,360,1,Rural
LP0138082,Male,No,2,Not Graduate,Yes,12629,3718,233,240,1,Rural
LP0129625,Female,No,0,Not Graduate,No,9621,1466,192,360,1,Semiurban
LP0129101,Female,Yes,0,Graduate,No,10879,0,186,360,1,Urban
LP0137344,Female,No,0,Not Graduate,No,2057,1692,187,360,1,Rural
LP0122284,Female,Yes,3+,Graduate,No,3361,2841,350,360,1,Urban
LP0102823,Male,Yes,2,Graduate,No,2271,2667,297,360,1,Rural
LP099813,Male,Yes,1,Not Graduate,No,15439,0,492,360,1,Semiurban
LP0125391,Female,No,0,Not Graduate,Yes,12337,4830,287,360,1,Semiurban
LP0120435,Female,Yes,3+,Not Graduate,No,7217,4024,590,360,1,Semiurban
LP0105955,Female,Yes,3+,Graduate,Yes,15030,0,252,360,1,Urban
LP098157,Female,No,0,Graduate,Yes,5777,0,476,180,1,Rural
LP0102136,Female,Yes,0,Not Graduate,No,8152,2813,595,360,1,Rural
LP099927,Male,Yes,0,Graduate,No,7275,2259,425,120,1,Urban
LP0138100,Male,No,0,Not Graduate,No,7246,1692,454,360,1,Urban
LP0129309,Male,Yes,2,Graduate,Yes,14471,4266,132,360,0,Rural
LP0109578,Female,Yes,1,Graduate,No,14117,0,294,360,1,Urban
LP0124759,Female,Yes,1,Not Graduate,No,8627,1803,210,360,1,Semiurban
LP098356,Male,Yes,1,Not Graduate,No,8247,4541,543,360,1,Urban
LP0133225,Female,Yes,2,Graduate,Yes,14481,1709,551,360,1,Rural
LP0119054,Male,Yes,0,Graduate,No,11477,0,469,360,1,Semiurban
LP0132733,Male,No,2,Not Graduate,No,12873,2401,477,360,1,Semiurban
LP097275,Female,No,3+,Graduate,Yes,5567,3133,244,360,1,Semiurban
LP0117202,Male,No,3+,Graduate,No,11248,0,115,360,1,Rural
LP098735,Female,Yes,0,Not Graduate,Yes,13582,2471,159,360,0,Semiurban
LP0123003,Female,Yes,2,Not Graduate,No,3656,0,529,360,0,Rural
LP0122631,Female,Yes,0,Not Graduate,No,13180,0,361,360,1,Rural
LP0122577,Female,No,0,Not Graduate,No,3692,4712,206,360,1,Rural
LP0126410,Male,Yes,0,Graduate,Yes,14027,0,580,360,1,Urban
LP0134574,Female,Yes,2,Not Graduate,No,7417,2713,443,360,1,Rural
LP099342,Male,No,2,Graduate,Yes,11551,2852,242,360,1,Urban
LP097611,Female,No,0,Not Graduate,No,13450,1756,202,360,1,Urban
LP0115726,Male,Yes,2,Graduate,No,12171,2554,80,360,1,Semiurban
LP0125896,Female,No,2,Graduate,Yes,4644,0,326,360,1,Urban
LP0101165,Female,Yes,2,Graduate,No,14352,0,329,360,1,Semiurban
LP0101383,Female,No,0,Not Graduate,No,5993,3417,442,180,0,Rural
LP0130056,Female,No,2,Not Graduate,No,11191,1510,158,360,1,Semiurban
LP0132343,Male,Yes,0,Not Graduate,Yes,12328,2381,257,360,1,Rural
LP0139175,Female,No,0,Graduate,Yes,5542,2727,491,360,1,Rural
LP0131196,Male,No,0,Not Graduate,Yes,13233,1760,95,180,0,Urban
LP0136233,Female,No,2,Not Graduate,No,15898,0,432,360,1,Semiurban
LP0100134,Male,Yes,0,Graduate,No,3084,0,514,360,1,Urban
LP0125137,Male,Yes,0,Not Graduate,No,2064,3240,240,360,1,Rural
LP0135241,Male,Yes,0,Graduate,No,5440,4147,144,360,1,Rural
LP097841,Female,Yes,2,Graduate,No,3422,2041,165,360,1,Rural
LP0115939,Male,Yes,0,Not Graduate,Yes,10215,3454,517,360,1,Rural
LP0124826,Female,No,2,Graduate,No,12872,3512,406,360,1,Semiurban
LP0102450,Male,Yes,1,Graduate,No,14723,0,525,360,1,Rural
LP0123205,Female,No,2,Graduate,No,9423,0,229,360,1,Rural
LP0102593,Female,No,0,Graduate,No,3532,3753,554,240,1,Semiurban
LP0122561,Female,Yes,3+,Not Graduate,Yes,15471,3639,266,360,1,Urban
LP0113610,Female,No,0,Not Graduate,Yes,7753,4992,472,360,1,Semiurban
LP0134936,Female,No,3+,Not Graduate,Yes,13994,2124,452,360,1,Semiurban
LP0130988,Female,No,0,Not Graduate,Yes,10524,4385,522,360,1,Rural
LP0120188,Male,Yes,2,Not Graduate,Yes,10935,2448,293,360,1,Urban
LP0136405,Female,No,0,Not Graduate,Yes,14382,1607,459,360,1,Urban
LP0101884,Male,No,2,Graduate,No,10697,4152,76,360,1,Rural
LP0120874,Male,Yes,0,Not Graduate,Yes,13466,0,436,360,1,Urban
LP0104091,Male,Yes,0,Graduate,No,14421,0,507,360,1,Semiurban
LP0106692,Female,No,0,Not Graduate,Yes,15540,1638,236,360,0,Rural
LP0138297,Female,No,0,Graduate,No,13965,4494,218,360,1,Semiurban
LP0131382,Female,No,1,Not Graduate,Yes,3460,3564,294,360,1,Urban
LP0138568,Female,Yes,3+,Not Graduate,No,13559,2403,311,360,1,Urban
LP096140,Female,Yes,0,Graduate,Yes,14810,3062,597,360,1,Urban
LP0129367,Male,Yes,0,Not Graduate,No,12468,4702,130,360,1,Urban
LP0135982,Female,Yes,0,Not Graduate,No,13307,3081,186,360,1,Urban
LP0116225,Male,Yes,2,Not Graduate,No,11979,1557,373,360,0,Urban
LP0134875,Female,Yes,1,Not Graduate,Yes,15199,4477,298,360,0,Rural
LP099260,Female,No,0,Graduate,Yes,4025,3684,403,480,1,Rural
LP0108263,Female,Yes,2,Not Graduate,Yes,4786,1667,377,360,1,Urban
LP0128697,Male,Yes,1,Graduate,Yes,15261,4064,370,360,1,Urban
LP0102207,Female,Yes,3+,Graduate,No,12827,1220,228,360,1,Semiurban
LP0102818,Male,No,1,Graduate,No,11407,4389,226,360,1,Urban
LP0138716,Female,Yes,0,Not Graduate,Yes,14453,4370,592,360,1,Urban
LP0126708,Male,Yes,1,Not Graduate,Yes,3712,0,384,360,1,Rural
LP0108058,Male,No,1,Not Graduate,No,12134,0,168,360,1,Rural
LP0131459,Female,No,1,Graduate,No,14943,0,66,360,1,Rural
LP0116547,Male,No,2,Graduate,No,8891,3032,456,360,1,Rural
LP0129039,Female,Yes,0,Graduate,No,13978,1687,257,360,1,Rural
LP0127259,Female,No,2,Graduate,Yes,1467,3131,498,360,1,Urban
LP0126198,Male,Yes,0,Not Graduate,Yes,11365,2943,459,360,1,Semiurban
LP0122617,Female,No,0,Not Graduate,Yes,7597,1962,579,360,1,Rural
LP0131334,Female,Yes,1,Graduate,No,13715,3882,348,360,1,Semiurban
LP0124318,Male,No,2,Not Graduate,No,12800,0,120,360,1,Rural
LP0113567,Female,No,0,Not Graduate,No,7219,2673,265,360,1,Urban
LP0112420,Male,Yes,1,Graduate,No,8329,2845,126,360,1,Urban
LP0134087,Female,No,2,Graduate,Yes,11254,0,350,360,1,Urban
LP0129085,Female,Yes,1,Graduate,No,13874,0,83,360,1,Urban
LP0115484,Female,Yes,1,Graduate,No,14658,4299,510,360,1,Urban
LP0106100,Female,Yes,0,Not Graduate,Yes,13231,4695,513,360,1,Urban
LP099658,Female,Yes,1,Graduate,Yes,7483,0,595,240,1,Rural
LP0122403,Male,Yes,1,Not Graduate,No,9156,3260,217,180,1,Rural
LP0125673,Male,Yes,0,Not Graduate,No,3756,0,587,360,1,Rural
LP0125057,Male,No,0,Graduate,No,10812,0,479,360,0,Semiurban
LP0104279,Male,Yes,1,Not Graduate,Yes,7507,3720,238,360,1,Semiurban
LP0108613,Female,Yes,0,Not Graduate,Yes,11101,2460,552,360,0,Rural
LP0109235,Male,No,2,Graduate,No,15338,0,551,360,1,Semiurban
LP0104056,Female,No,0,Graduate,Yes,8539,3000,495,360,1,Urban
LP0129186,Female,Yes,0,Graduate,No,13904,1408,511,360,0,Urban
LP0131718,Male,No,1,Not Graduate,No,9907,3288,190,360,1,Rural
LP0103063,Male,Yes,1,Not Graduate,No,1342,0,513,360,1,Rural
LP0111468,Male,No,2,Not Graduate,No,13712,0,388,360,1,Semiurban
LP099528,Male,No,0,Graduate,Yes,12722,4374,80,360,1,Rural
LP0120732,Male,Yes,0,Graduate,No,6347,2059,346,360,1,Urban
LP098094,Female,No,2,Graduate,No,11571,1868,302,240,1,Rural
LP097741,Female,Yes,2,Graduate,Yes,13064,2808,253,360,1,Urban
LP0124930,Female,Yes,0,Graduate,No,4242,3833,427,360,1,Rural
LP0127813,Male,No,1,Graduate,Yes,6039,3398,420,360,1,Rural
LP098016,Male,Yes,0,Not Graduate,No,8036,1623,76,360,1,Urban
LP0135859,Male,No,0,Graduate,No,7573,1598,572,360,1,Semiurban
LP0130815,Male,No,1,Graduate,No,13828,4946,96,360,1,Rural
LP0132712,Male,No,2,Graduate,Yes,4116,0,202,360,1,Semiurban
LP0120082,Female,Yes,0,Graduate,Yes,9543,1609,444,480,1,Rural
LP0108447,Male,No,0,Not Graduate,Yes,15344,4296,240,360,1,Urban
LP0109539,Male,No,0,Not Graduate,No,15311,4689,111,360,0,Semiurban
LP0105932,Male,Yes,3+,Graduate,Yes,11430,3504,496,360,1,Rural
LP0126618,Male,Yes,2,Not Graduate,No,6151,2738,306,360,1,Urban
LP0125770,Female,No,2,Graduate,No,9768,1657,230,360,1,Semiurban
LP0119799,Female,No,1,Graduate,Yes,15355,2723,538,360,1,Semiurban
LP0100483,Female,Yes,0,Graduate,Yes,12666,2842,455,360,1,Semiurban
LP0118603,Male,No,0,Graduate,Yes,15052,0,564,480,1,Urban
LP0107762,Male,No,2,Not Graduate,Yes,11655,2680,327,360,1,Semiurban
LP0109367,Male,No,2,Graduate,Yes,9816,3427,144,360,1,Semiurban
LP0119015,Female,No,0,Not Graduate,Yes,1624,4803,522,360,1,Rural
LP0106245,Female,Yes,2,Not Graduate,Yes,11890,0,313,240,1,Urban
LP0139378,Male,No,0,Graduate,No,13096,1800,142,360,1,Urban
LP0133274,Male,Yes,2,Not Graduate,No,1622,3847,531,120,1,Rural
LP0139810,Male,Yes,1,Not Graduate,Yes,4855,0,144,360,1,Semiurban
LP0113009,Female,No,0,Not Graduate,Yes,7051,4710,567,360,1,Urban
LP0128626,Female,No,2,Not Graduate,Yes,1329,2538,410,360,1,Rural
LP0126771,Female,No,1,Graduate,Yes,1452,1345,304,360,1,Semiurban
LP0107218,Male,Yes,0,Not Graduate,No,12841,3787,279,360,1,Semiurban
LP0108531,Male,Yes,2,Graduate,Yes,13269,3124,113,360,0,Semiurban
LP0116210,Female,No,0,Not Graduate,No,1574,0,325,360,1,Semiurban
LP0129762,Female,Yes,0,Graduate,Yes,9814,3891,206,360,1,Rural
LP0115125,Female,Yes,0,Graduate,No,3110,3109,62,360,1,Urban
LP0111827,Male,No,2,Not Graduate,Yes,11189,2081,336,180,1,Semiurban
LP0106029,Female,No,0,Graduate,No,10540,1482,487,360,0,Semiurban
LP0133446,Female,No,1,Graduate,No,10385,4273,516,360,1,Urban
LP0119548,Male,Yes,1,Not Graduate,No,14080,4947,551,360,1,Rural
LP0132224,Female,No,2,Graduate,Yes,7023,0,261,180,1,Urban
LP0121938,Female,Yes,2,Not Graduate,Yes,5067,4430,556,360,1,Urban
LP0129208,Male,Yes,0,Graduate,No,13805,4144,148,360,0,Rural
LP0121498,Male,Yes,0,Graduate,No,5957,3259,285,480,1,Urban
LP099320,Female,No,2,Not Graduate,No,4050,0,323,360,1,Urban
LP0107323,Male,No,0,Graduate,No,13897,0,351,360,1,Urban
LP098163,Female,Yes,1,Not Graduate,No,14983,0,343,360,1,Urban
LP0123784,Female,No,2,Graduate,No,4940,0,289,360,1,Rural
LP0138483,Female,Yes,2,Not Graduate,No,9921,1606,362,360,1,Rural
LP0123233,Male,No,0,Not Graduate,No,8463,3910,422,360,1,Urban
LP0137658,Male,Yes,1,Graduate,No,14585,2770,150,360,1,Urban
LP0100704,Female,No,0,Not Graduate,No,9397,2106,491,240,1,Semiurban
LP0113584,Male,Yes,0,Graduate,No,14370,3214,203,360,1,Rural
LP0129828,Female,Yes,3+,Not Graduate,No,13051,2111,340,360,1,Urban
LP0104617,Female,Yes,0,Not Graduate,Yes,14198,2482,75,240,1,Semiurban
LP0102082,Female,No,1,Graduate,No,10859,0,79,360,1,Rural
LP0104538,Female,Yes,0,Graduate,Yes,7924,0,357,360,1,Urban
LP0139985,Female,Yes,2,Graduate,Yes,5988,2495,471,360,1,Semiurban
LP097201,Male,Yes,2,Graduate,Yes,5640,2746,298,240,0,Rural
LP0107460,Male,Yes,2,Graduate,No,9930,3339,289,360,1,Urban
LP0121487,Male,Yes,2,Not Graduate,No,13885,3816,194,360,1,Urban
LP0113353,Male,Yes,2,Not Graduate,Yes,8871,3968,410,360,0,Rural
LP097044,Female,Yes,2,Not Graduate,Yes,8164,2538,230,360,1,Semiurban
LP0120645,Male,Yes,0,Not Graduate,No,2202,2721,134,360,1,Rural
LP0114577,Female,Yes,0,Graduate,Yes,9779,0,83,360,1,Rural
LP0108177,Male,Yes,0,Graduate,Yes,6825,2423,589,360,1,Semiurban
LP0104847,Female,No,1,Graduate,Yes,12118,2131,66,360,1,Semiurban
LP0100121,Female,No,2,Not Graduate,No,8563,0,481,360,0,Urban
LP0125436,Female,No,2,Graduate,Yes,7409,0,167,360,1,Rural
LP0104485,Male,Yes,1,Not Graduate,No,5826,1764,464,360,1,Rural
LP099004,Female,Yes,2,Graduate,Yes,3754,2776,440,360,1,Rural
LP0116745,Male,No,0,Graduate,Yes,5663,0,373,360,1,Semiurban
LP0110359,Female,Yes,0,Graduate,No,5242,0,77,360,1,Urban
LP0121318,Male,Yes,1,Graduate,Yes,10522,0,217,120,0,Urban
LP0105367,Male,Yes,0,Graduate,Yes,4090,0,380,360,1,Rural
LP0121329,Female,Yes,1,Graduate,Yes,9736,2405,256,360,1,Semiurban
LP0123081,Female,No,0,Graduate,Yes,9714,0,250,360,1,Semiurban
LP0124742,Female,Yes,0,Not Graduate,No,8558,1965,169,360,1,Rural
LP096368,Male,Yes,1,Graduate,Yes,5311,0,104,360,1,Rural
LP099292,Male,Yes,0,Not Graduate,No,2078,0,481,360,1,Semiurban
LP0108922,Male,Yes,0,Not Graduate,No,6832,0,541,360,1,Rural
LP0107150,Female,No,3+,Not Graduate,Yes,7187,1950,303,360,1,Rural
LP0130891,Female,No,0,Not Graduate,No,4267,2691,67,360,1,Urban
LP0112426,Female,No,2,Not Graduate,No,13323,1722,104,360,1,Urban
LP0110217,Male,Yes,0,Not Graduate,No,3407,0,212,360,1,Semiurban
LP0100034,Male,No,2,Not Graduate,No,14061,0,523,360,1,Urban
LP0133695,Male,Yes,0,Graduate,Yes,5343,2514,119,360,1,Rural
LP0116666,Male,No,1,Graduate,No,9136,0,439,360,1,Rural
LP0104165,Male,Yes,0,Not Graduate,Yes,14465,0,531,360,1,Semiurban
LP0128496,Female,Yes,0,Graduate,Yes,6476,2727,92,360,1,Urban
LP0134364,Female,No,1,Not Graduate,Yes,4199,1601,125,360,1,Urban
LP0124267,Male,Yes,0,Graduate,Yes,14837,2489,454,360,1,Urban
LP0128223,Male,Yes,1,Graduate,No,12799,2093,441,360,1,Semiurban
LP0133303,Female,Yes,0,Not Graduate,No,8786,2445,587,120,1,Semiurban
LP0135809,Male,Yes,0,Graduate,Yes,3853,1724,369,360,1,Urban
LP0109770,Male,Yes,2,Graduate,Yes,4413,1651,546,360,1,Rural
LP0124330,Male,Yes,0,Not Graduate,No,5012,0,443,360,1,Rural
LP0139391,Male,Yes,1,Graduate,No,3108,2081,563,360,1,Semiurban
LP0115688,Female,Yes,0,Graduate,No,12488,0,356,360,0,Urban
LP0121737,Female,Yes,1,Not Graduate,No,9184,0,439,360,1,Semiurban
LP0125516,Male,No,0,Graduate,Yes,11126,1537,100,480,1,Rural
LP0129081,Male,No,0,Not Graduate,No,12388,0,424,360,1,Rural
LP0137553,Female,No,1,Graduate,No,2465,2936,584,480,0,Rural
LP0115486,Female,Yes,2,Not Graduate,Yes,1585,3484,425,360,1,Urban
LP0108834,Female,No,0,Not Graduate,Yes,13309,1671,503,360,1,Urban
LP0133426,Female,Yes,2,Not Graduate,No,3716,2210,155,360,1,Rural
LP0134279,Female,Yes,2,Not Graduate,Yes,7270,3154,99,360,0,Semiurban
LP0137952,Female,Yes,1,Not Graduate,No,4765,4827,88,360,1,Urban
LP0123149,Female,No,1,Graduate,No,8492,3331,328,120,1,Rural
LP0115124,Female,Yes,0,Graduate,No,7598,3416,105,360,1,Urban
LP0120684,Male,No,1,Not Graduate,No,9042,2231,433,360,1,Rural
LP0111433,Female,No,3+,Graduate,Yes,13588,1999,350,360,1,Rural
LP0132987,Male,No,0,Not Graduate,No,10002,4423,335,360,1,Rural
LP0104554,Male,Yes,2,Graduate,Yes,8660,4985,275,360,1,Semiurban
LP0108971,Male,Yes,2,Graduate,No,4235,4129,129,360,1,Rural
LP0110821,Female,No,0,Graduate,No,9669,2780,314,360,1,Semiurban
LP0102999,Male,Yes,3+,Graduate,Yes,3684,1843,333,240,1,Semiurban
LP0136957,Male,Yes,2,Graduate,No,8400,1260,372,480,1,Urban
LP0128912,Male,Yes,0,Graduate,Yes,10930,2767,107,360,1,Urban
LP096521,Male,Yes,0,Graduate,Yes,7262,2279,145,360,1,Urban
LP0103220,Male,Yes,0,Graduate,No,9405,2585,170,360,1,Rural
LP0107770,Female,No,3+,Not Graduate,No,4958,2428,318,360,1,Semiurban
LP098653,Male,No,1,Graduate,Yes,15370,3671,228,360,1,Semiurban
LP0128377,Female,Yes,1,Graduate,Yes,10947,1670,135,360,1,Urban
LP0123612,Female,Yes,0,Graduate,Yes,8417,3854,133,360,1,Urban
LP098498,Female,No,0,Graduate,Yes,12000,4061,439,120,1,Semiurban
LP0109823,Female,Yes,0,Not Graduate,Yes,2509,2659,268,360,1,Rural
LP0132346,Male,No,2,Graduate,Yes,13407,4414,180,120,1,Urban
LP0103448,Female,Yes,0,Graduate,Yes,7246,1716,93,360,1,Semiurban
LP0127097,Male,Yes,0,Not Graduate,No,14060,0,351,480,1,Semiurban
LP0107009,Male,Yes,2,Graduate,Yes,3348,1902,162,360,1,Rural
LP096866,Male,No,0,Graduate,Yes,4971,4765,241,360,0,Semiurban
LP0123830,Male,No,0,Graduate,Yes,10408,4328,355,360,1,Semiurban
LP0106214,Female,Yes,1,Not Graduate,No,4918,0,129,360,1,Urban
LP0122505,Female,No,0,Not Graduate,No,1856,3009,295,120,1,Semiurban
LP0128347,Male,Yes,0,Graduate,Yes,7332,1656,316,360,1,Urban
LP0104676,Female,Yes,2,Not Graduate,No,15951,0,298,120,1,Rural
LP0126213,Female,Yes,1,Graduate,Yes,1963,3368,359,360,1,Rural
LP0127952,Female,No,2,Graduate,Yes,5320,0,209,360,1,Semiurban
LP0137096,Male,No,0,Not Graduate,Yes,2188,0,405,360,1,Urban
LP0131200,Female,No,0,Not Graduate,No,9955,2406,514,360,1,Semiurban
LP0127720,Male,Yes,1,Graduate,Yes,10860,1729,459,360,1,Semiurban
LP0128161,Male,Yes,1,Graduate,Yes,15414,1265,80,360,1,Semiurban
LP099988,Male,No,2,Not Graduate,No,9342,3218,150,120,0,Rural
LP0130362,Female,Yes,2,Graduate,Yes,1700,2896,110,360,0,Urban
LP0133944,Female,Yes,1,Graduate,No,13648,0,368,360,1,Semiurban
LP0128435,Female,No,0,Not Graduate,Yes,15857,4075,297,360,0,Semiurban
LP0128759,Male,Yes,1,Not Graduate,Yes,14536,2229,130,360,0,Semiurban
LP099735,Female,Yes,2,Not Graduate,Yes,12388,1946,471,360,1,Rural
LP0114718,Male,Yes,0,Graduate,Yes,7850,2819,427,360,1,Semiurban
LP0135088,Female,Yes,3+,Not Graduate,No,8880,1728,580,480,0,Semiurban
LP097086,Male,Yes,2,Not Graduate,No,12998,4480,553,120,1,Semiurban
LP0135469,Male,Yes,2,Graduate,Yes,15073,2525,404,360,0,Urban
LP0103612,Female,No,0,Not Graduate,Yes,3458,3340,361,180,1,Semiurban
LP0121036,Male,No,2,Graduate,Yes,4581,3816,226,360,1,Rural
LP099703,Male,No,0,Not Graduate,Yes,5969,1782,442,180,1,Semiurban
LP0105301,Female,Yes,2,Not Graduate,No,6031,3177,357,360,1,Semiurban
LP0100561,Male,No,0,Graduate,No,5107,4934,408,360,0,Urban
LP0104976,Female,Yes,3+,Graduate,No,4190,4236,263,360,1,Rural
LP0136114,Male,No,2,Graduate,Yes,8086,3893,370,360,1,Urban
LP0116079,Female,No,0,Graduate,No,2362,4701,479,360,1,Rural
LP0104280,Male,Yes,0,Not Graduate,Yes,15115,2574,294,240,1,Urban
LP0111655,Female,No,0,Not Graduate,Yes,1438,3283,255,360,0,Rural
LP0106361,Male,Yes,0,Graduate,No,14131,3074,230,360,1,Rural
LP0105635,Female,No,0,Not Graduate,Yes,10875,0,403,360,1,Urban
LP0102339,Female,Yes,1,Not Graduate,No,9372,0,255,360,1,Urban
LP0135505,Female,No,2,Not Graduate,Yes,4085,2645,370,360,1,Rural
LP0105347,Female,Yes,3+,Not Graduate,Yes,2616,2528,216,480,1,Rural
LP0107979,Female,No,0,Graduate,No,15556,0,93,360,1,Semiurban
